hopcount,size,stations
1,2,IJT SKND 
2,3,LW MG WK 
3,9,DEI FN FWD GW HDG HNP HR LWC WV 
4,10,AKM BP DRP DWE HLG KMW LLS SWK ZH ZL 
5,20,ALM ALMB ALMO AMF AMFS APD DL GK GN HD HLGH HNO KPNZ MP NS RAT STV WH WZ ZLSH 
6,27,ALMM ALMP APDM ASD ASDZ ASN BRN DLD DRON DVD EML GERP GNN HDE HGV HRN HVL HVS KPN LEER NKK NVD OMN OST SWD UT WD 
7,38,AML AMPO ASA ASB ASS AVAT BDG BDM BF BHV BL BNN DB DV GD GDG HDB HLM HT HVSM HVSP KBK KW MAS MRB NDB PT RAI SD SDA SHL STZ UTLR UTM UTVR UTZL WDN WSM 
8,48,AMRI APN ASDL ASHD BKL BLL BNC BNK BSMZ CO DVC EHV GBG GV GVC HAD HFD HGL HN HOR HTO HWZB LLZM MRN MTH NWK OVN PMR RSN RTA RTD ST STM TB TWL UST UTLN UTO UTT VB VG VHP WADT WFM WP WS ZD ZP 
9,57,AC APDO APG BD BMN BN BNZ BSK BTL CAS CPS DA DLN DMN DMNZ DR DT DTCP EMNZ ES ESK GP GVMW HGLG HGLO HGZ HIL HLMS HM HMBV HNK HON HTN KZ LAA LC LDL LP NSCH NVP ODZ PMO RTB RTN SDM SPTZ TBU UHZ VD VEM VNDW VTN WAD WT ZDK ZTMO ZVT 
10,38,AH AMR ASSP BDPB BET BSKS DDN DZ DZW EMN ESE ETN HKS HLO HMBH HMH HTNC HZE LEDN LTN OT PMW RH RL RSW RTZ SPTN SSH TBR UHM VNDC VZ WADN WR YPB ZB ZTM ZZS 
11,26,AHZ AMRN ASDM BKG CL DRH DVNK ED EHS EST GBR GO GZ LTV MZ NM OTB RD RHN RLB RTST VDM VH VP WC WM 
12,18,AHPR BKF BRD EDC EEM GDM HWD KLP KMA NMGO NMH NML O RVS VST WF WWW ZA 
13,14,AHP BSD EKZ GVM HMN MMLH NMD OBD OW SGN UTG WW ZBM ZWD 
14,8,ANA ATN CK HK LDM OP RS WTV 
15,7,AKL BMR BV DVN HDRZ KTR VSV 
16,5,GR HDR TL VLB ZV 
17,4,BHDV DID TPSW VRY 
18,3,BR GND WL 
19,5,DTCH HBZM HRT SDT VL 
20,4,DN DTC SDTB TG 
21,3,DDRS GDR RV 
22,3,DDR SM TBG 
23,4,DDZD RM RSD ZLW 
24,4,BGN EC STD ZVB 
25,9,GLN GS HRL KRG LUT MT ODB RB SRN 
26,10,ARN BK BZL HRLW KBD LG MDB MTN MTR SBK 
27,9,BDE EDN EGH EGHM MES SN VDL VS VSS 
28,4,CVM KMR NH SGL 
29,3,HB KRD SOG 
30,1,VK 
