hopcount,size,stations
1,7,AH EST NMGO NMH NML O WC 
2,13,AHP AHZ DR ED HT MMLH NMD OTB OW RVS UT ZA ZV 
3,27,AHPR ASA ASB BMN CK DB DID DVD EDC EHV GD GDG HMN KLP MAS RS TB UTLR UTM UTO UTZL VG WD WF WTV ZBM ZP 
4,36,APD ASDZ ASHD BD BDG BKL BMR BNK BTL DV DVN GP GV GVC HM HMBV HOR HTO LC LLZM LTN MRN NWK OP RAI RTA SHL TBU UTT VB VD VEM VP WADT WL WT 
5,33,AC AML APDO APN BDPB BET BNZ CPS DTCH DVC ETN GO GVMW HFD HMBH HMH HZE KBK KTR LAA OST OT RH RL RSD TBR TWL UTVR VLB VNDW VTN WAD ZTMO 
6,25,AMRI APDM BGN BNC BSK DDN DTC EHS GZ HON LDL LTV MZ NVP ODB RSW TL VNDC VRY VZ WADN WH YPB ZLW ZTM 
7,15,BNN BR BSKS DA GDR GS HGLG KRG LEDN RB RHN RSN TPSW ZL ZVB 
8,25,ARN ASN BZL DL DVNK GDM HGL HGV HNO HRT HVL KBD KPNZ MDB MP RAT SSH TBG VH VHP VL WDN WV WZ ZLSH 
9,28,AKM AMF BL BN BSD CL DN DRON ES ESK GN HDE HGLO HIL HR HRN KPN LW MRB NVD ODZ OMN SWK TG VS VSS VST VSV 
10,25,AMFS ATN BRN DEI DLD ESE FN FWD GERP GNN GVM GW HDB HDG HTNC HVS LDM LWC MG NKK NS RV SKND SWD ZH 
11,28,AKL ASD AVAT BDM BF BHV BP CO DRP DWE GBG GBR GK HD HLG HTN HVSM HVSP KW NDB PT SD SDA SK SM STZ WSM WW 
12,20,AMPO ASS BSMZ DLN EML EMNZ GR HLGH HLM IJT MTH RM ST STM UST UTLN WFM WP WS WWW 
13,21,ALMM APG ASDL BHDV BLL DMN DMNZ EC EMN HAD HGZ HN HWZB LP NSCH OVN PMR STD UHZ WK ZD 
14,22,ALM ASSP CAS DZ DZW GLN GND HLMS HNK HNP HRL KZ LUT MT PMO SPTZ SRN UHM WR ZB ZDK ZVT 
15,23,ALMB ALMO ALMP AMR ASDM BK HBZM HKS HLO HRLW KMW LEER LG LLS MTN MTR PMW RD SBK SDT SPTN VDM ZZS 
16,14,AMRN BDE BKG DRH EDN EEM EGH EGHM MES SDTB SN STV VDL WM 
17,8,BKF CVM DDRS HWD KMA KMR NH SGL 
18,8,DDR EKZ HB KRD OBD SGN SOG UTG 
19,7,ANA DDZD HK RTB RTD VK ZWD 
20,7,BRD BV DT DTCP HDRZ RTN SDM 
21,2,HDR RLB 
22,2,RTST RTZ 
