hopcount,size,stations
1,2,GDR VSV 
2,2,ATN DTC 
3,2,DTCH WW 
4,2,WL WWW 
5,2,DID LTV 
6,2,RL ZV 
7,3,AH DVN VD 
8,8,AHZ ED EST NM OTB UT WC WTV 
9,22,AHP ASA ASB DB DVD EDC GD GDG KLP MAS NMGO NMH NML O RVS UTLR UTM UTO UTZL WD WF ZA 
10,25,AHPR ASDZ ASHD BDG BKL BNK GV GVC HMN HOR HT LLZM LTN MMLH MRN NMD NWK OW RAI RTA RTD SHL UTT VB WADT 
11,24,AC APN BNZ CK CPS DT DTCP EHV GVMW HFD LAA OP RS RTB RTN SDM TB UTVR VG VNDW VP VTN WAD ZTMO 
12,22,BD BMR BNC BSK BTL GP HM HMBV HTO KTR LDL NVP RH RSW RTZ TBU UTLN VNDC WADN WT YPB ZTM 
13,18,BDPB BET BNN BSKS DR ETN HMBH HMH HTN HZE LEDN OT RHN RSD RTST TBR TL VLB 
14,15,BGN BMN DVNK EHS GZ HTNC HVL MZ ODB SSH TPSW VH VRY ZLW ZP 
15,13,AMF APD BR DV GDM GS HIL KRG LC RB VEM VST ZVB 
16,23,AMFS AML APDO ARN BRN BSD BZL CL DLD DVC GO GVM HRT HVS KBD KBK MDB NKK NS OST TWL VL ZBM 
17,21,AMRI APDM ASD AVAT BHV DDN DN HD HON HVSM HVSP LDM NDB PT SD STZ TG VS VSS VZ WH 
18,13,AKL AMPO ASS BSMZ DA EML HGLG HLM RSN RV ST WP ZL 
19,26,ALMM ASDL ASN BLL DL DMN DMNZ GR HAD HGL HGV HN HNO HWZB KPNZ MP OVN PMR RAT SM VHP WDN WV WZ ZD ZLSH 
20,30,AKM ALM ASSP BHDV BL BN CAS DRON ES ESK GN HDE HGLO HLMS HNK HR HRN KPN KZ LW MRB NVD ODZ OMN PMO RM SPTZ SWK ZDK ZVT 
21,28,ALMB ALMO ALMP AMR ASDM DEI EC ESE FN FWD GERP GND GNN GW HDB HDG HKS HLO LLS LWC MG PMW SKND SPTN STD SWD ZH ZZS 
22,25,AMRN BDM BF BKG BP CO DRH DRP DWE GBG GBR GK GLN HBZM HLG HRL KW LUT MT SDA SDT SK SRN WM WSM 
23,19,BK BKF DLN EMNZ HLGH HRLW HWD IJT KMA LG MTH MTN MTR SBK SDTB STM UST WFM WS 
24,19,APG BDE DDRS EDN EGH EGHM EKZ EMN HGZ LP MES NSCH OBD SGN SN UHZ UTG VDL WK 
25,13,ANA CVM DDR DZ DZW HK HNP KMR NH SGL UHM WR ZB 
26,11,BV DDZD HB HDRZ KMW KRD LEER RD SOG VDM ZWD 
27,5,BRD EEM HDR STV VK 
28,1,RLB 
