hopcount,size,stations
1,2,HFD SSH 
2,2,LEDN SHL 
3,12,ASB ASD ASDL ASDZ ASS DVNK GV GVC HAD LAA LDL VH 
4,18,ALM APN ASHD DT DVD GVMW HIL HLM HN HWZB MAS PMR RAI UT VB VST ZD ZTM 
5,36,AC AH ALMB ALMO ALMP ASA BDG BKL BLL BSK CAS DB DMNZ DTCP ED GVM HLMS HNK HT HVS KLP KZ LLS OVN PMO RSW RTD SDM UTLR UTM UTO UTVR UTZL YPB ZDK ZTMO 
6,41,AHP AHZ AMF AMR ASDM BD BHV BNK BRN BSKS DDR DR DRON EHV EST HGV HKS HLO HTO HVSP LLZM MRN NM O PMW RSD RTB RTN SPTZ TB UTLN UTT VG WD WF WP WV ZL ZV ZVT ZZS 
7,52,AHPR AMFS AMPO AMRN APD ASN ASSP BGN BKG BL BTL DDRS DDZD DID DL DLD DV ETN GP GZ HM HMBV HNO HOR HR HTN HVL KPNZ LW MP NDB NKK NMGO NMH NML NS OTB RAT RS RTZ RVS SD SPTN TBU VNDW VTN WADN WM WT WTV ZLSH ZLW 
8,60,AKM ALMM AML APDM APDO AVAT BDPB BET BKF BNN BSMZ DEI DMN DN DRH DVC DVN FN FWD GN GS GW HD HDE HDG HMBH HMH HRN HTNC HWD HZE KMA KPN KRG LWC MG MMLH NMD NVD OMN OST OT OW PT RB RLB RM RTST SDTB SKND ST SWK TBR VNDC VP WAD WC WL ZP ZVB 
9,48,AMRI ARN BMN BNC BP BRD BZL CK CL DRP DTCH DWE EC EHS EKZ EML GERP GNN HDB HLG HON HRT HVSM KBD KBK LC MDB MRB MZ OBD ODB RH RHN SDT SGN SK SM STD STZ SWD TWL UTG VD VZ WADT WH WZ ZH 
10,36,ANA BDM BF BMR BN BNZ BR CO DA DTC GBG GD GDM GK GLN GND GO HBZM HK HLGH HRL IJT KW LUT MT RL RSN RV SDA SRN VEM VHP VS VSS WSM ZWD 
11,30,BHDV BK BSD BV DDN DLN EMNZ GDG GDR HDRZ HRLW LG LTN LTV MTH MTN MTR NWK RTA SBK STM TPSW UST VL VLB WDN WFM WK WS ZBM 
12,25,APG BDE CPS EDC EDN EGH EGHM EMN GR HDR HGLG HGZ HNP LDM LP MES NSCH SN TBG TG TL UHZ VDL VRY WWW 
13,15,AKL CVM DZ DZW HGL KMR KMW KTR NH SGL UHM VSV WR WW ZB 
14,13,ATN ES ESK HB HGLO KRD LEER ODZ OP RD SOG STV VDM 
15,4,EEM ESE HMN VK 
16,2,GBR ZA 
